"title","audience_score","genre","studio","runtime","mpaa_rating","rel_year","rel_month","rel_day","critics_rating","critics_score","rt_num_votes","imdb_num_votes","imdb_avg_score","budget","best_dir_win","best_actor_win","director","actor1","actor2","actor3","actor4","actor5"
"Baby Geniuses",24,"Comedy","TriStar Pictures",94,"PG",1999,3,12,"Rotten",2,82200,24780,2.6,1.2e+07,0,0,"Bob Clark","Kathleen Turner"," Christopher Lloyd"," Kim Cattrall"," Peter MacNicol"," Dom DeLuise"
"Road to Paloma",55,"Drama","Other",91,"R",2014,7,11,"Rotten",57,588,4595,6.1,NA,0,0,"Jason Momoa","Tye Alexander"," Lisa Bonet"," Charlie Brumbly"," Jill Wagner"," Linden Chiles"
"The Kid",45,"Drama","Lionsgate Entertainment",100,"R",2019,3,8,"Rotten",45,260,109038,8.3,250000,0,0,"Vincent D'Onofrio","Ethan Hawke"," Dane DeHaan"," Chris Pratt"," Jake Schur"," Leila George"
"Redbelt",65,"Action & Adventure","Sony Pictures",99,"R",2008,4,7,"Fresh",68,22001,20170,6.7,7e+06,0,0,"David Mamet","Chiwetel Ejiofor"," Emily Mortimer"," Alice Braga"," Joe Mantegna"," Rodrigo Santoro"
"Brad's Status",55,"Comedy","Other",102,"R",2017,9,15,"Certified-Fresh",79,4687,15424,6.5,NA,0,0,"Mike White","Ben Stiller"," Austin Abrams"," Michael Sheen"," Luke Wilson"," Jenna Fischer"
"Dark Streets",14,"Drama","Samuel Goldwyn Films",83,"R",2008,12,12,"Rotten",19,369,354,4.5,8e+06,0,0,"Rachel Samuels","Gabriel Mann"," Bijou Phillips"," Izabella Miko"," Elias Koteas"," Michael Fairman"
"The Terminal",74,"Comedy","Other",128,"PG-13",2004,6,18,"Fresh",61,408051,396732,7.4,6e+07,1,1,"Steven Spielberg","Tom Hanks"," Catherine Zeta-Jones"," Stanley Tucci"," Chi McBride"," Diego Luna"
"Skin in the Game",62,"Drama","Other",90,"NR",2019,7,5,"Fresh",67,13,176,4.3,NA,0,0,"Adisa","Erica Ash"," Elisabeth Harnois"," Angelica Celaya"," Sammi Hanratty"," Gideon Adlon"
"Black or White",65,"Drama","Other",121,"PG-13",2015,1,30,"Rotten",38,16228,11473,6.6,9e+06,0,0,"Mike Binder","Kevin Costner"," Octavia Spencer"," Jillian Estell"," Bill Burr"," Jennifer Ehle"
"The Ides of March",73,"Drama","Sony Pictures",100,"R",2011,10,7,"Certified-Fresh",84,63264,212573,7.1,12500000,0,0,"George Clooney","Ryan Gosling"," George Clooney"," Philip Seymour Hoffman"," Paul Giamatti"," Evan Rachel Wood"
"Paparazzi",38,"Action & Adventure","20th Century Fox",84,"PG-13",2004,9,3,"Rotten",18,18360,14473,5.8,2e+07,0,0,"Paul Abascal","Cole Hauser"," Robin Tunney"," Dennis Farina"," Daniel Baldwin"," Tom Hollander"
"Fools Rush In",64,"Comedy","Sony Pictures",108,"PG-13",1997,2,14,"Rotten",32,63062,32066,6.1,2e+07,0,0,"Andrew Tennant","Matthew Perry"," Salma Hayek"," Jon Tenney"," Carlos Gomez"," Tomás Milian"
"Blackbird",77,"Drama","Other",106,"PG-13",2013,5,10,"Rotten",57,205,235,6.1,475000,0,0,"Jason Buxton","Connor Jessup"," Alexia Fast"," Michael Buie"," Craig Arnold"," Alex Ozerov"
"Crossover",59,"Action & Adventure","Sony Pictures",95,"PG-13",2006,9,1,"Rotten",2,102535,8908,2.1,5800000,0,0,"Preston A. Whitmore II","Eva Marcille"," Anthony Mackie"," Wayne Brady"," Wesley Jonathan"," Kristen Wilson"
"In & Out",52,"Comedy","Paramount Pictures",90,"PG-13",1997,9,19,"Fresh",71,38955,37988,6.4,3.5e+07,0,0,"Frank Oz","Kevin Kline"," Joan Cusack"," Matt Dillon"," Debbie Reynolds"," Wilford Brimley"
"The Pretty One",45,"Comedy","Other",90,"R",2014,2,7,"Rotten",50,2523,9184,6.3,NA,0,0,"Jenée LaMarque","Zoe Kazan"," Jake Johnson (XVI)"," Ron Livingston"," John Carroll Lynch"," Shae D'Iyn"
"The Ward",27,"Horror","Other",88,"R",2011,7,8,"Rotten",33,12662,39789,5.6,1e+07,0,0,"John Carpenter","Amber Heard"," Danielle Panabaker"," Mamie Gummer"," Lyndsy Fonseca"," Laura-Leigh"
"Down Periscope",62,"Comedy","20th Century Fox",92,"PG-13",1996,3,1,"Rotten",12,40163,20695,6.2,3.1e+07,0,0,"David S. Ward","Kelsey Grammer"," Lauren Holly"," Bruce Dern"," Rob Schneider"," Ken Hudson Campbell"
"Scream 4",55,"Horror","Other",112,"R",2011,4,15,"Fresh",60,76831,125086,6.1,4e+07,0,0,"Wes Craven","Neve Campbell"," Courteney Cox"," David Arquette"," Emma Roberts"," Hayden Panettiere"
"Life During Wartime",48,"Comedy","IFC Films",98,"R",2010,7,23,"Fresh",68,6233,848,5,NA,0,0,"Todd Solondz","Chris Marquette"," Shirley Henderson"," Michael Kenneth Williams"," Roslyn Ruff"," Rosalyn Ruff"
"The Spirit",25,"Action & Adventure","Lionsgate Entertainment",102,"PG-13",2008,12,25,"Rotten",14,122651,59015,4.8,6e+07,0,0,"Frank Miller","Gabriel Macht"," Samuel L. Jackson"," Scarlett Johansson"," Eva Mendes"," Sarah Paulson"
"Another You",34,"Comedy","Sony Pictures",98,"R",1991,7,26,"Rotten",11,3155,3534,5.4,1.7e+07,0,0,"Maurice Phillips","Richard Pryor"," Gene Wilder"," Mercedes Ruehl"," Stephen Lang"," Vanessa L. Williams"
"School Ties",68,"Drama","Paramount Pictures",107,"PG-13",1992,9,18,"Fresh",60,34572,21876,6.9,1.8e+07,0,0,"Robert Mandel","Brendan Fraser"," Matt Damon"," Chris O'Donnell"," Randall Batinkoff"," Andrew Lowery"
"Beautiful Creatures",32,"Comedy","Other",86,"R",2001,4,6,"Rotten",38,3186,83008,6.1,6e+07,0,0,"Bill Eagles","Susan Lynch"," Iain Glen"," Rachel Weisz"," Tom Mannion"," Maurice Roëves"
"Post Grad",27,"Comedy","20th Century Fox",89,"PG-13",2009,8,21,"Rotten",8,188315,13567,5.3,1.5e+07,0,0,"Vicky Jenson","Alexis Bledel"," Zach Gilford"," Rodrigo Santoro"," Jane Lynch"," Michael Keaton"
"Thirteen Conversations About One Thing",71,"Art House & International","Sony Pictures",103,"R",2001,9,1,"Certified-Fresh",83,8335,9372,7,4500000,0,1,"Jill Sprecher","Matthew McConaughey"," David Connelly"," John Turturro"," Clea DuVall"," Amy Irving"
"Last Chance Harvey",53,"Drama","Other",92,"PG-13",2009,1,16,"Certified-Fresh",71,27795,20299,6.6,NA,0,1,"Joel Hopkins","Dustin Hoffman"," Emma Thompson"," Eileen Atkins"," Kathy Baker"," Liane Balaban"
"Straw Dogs",34,"Mystery & Suspense","Sony Pictures",110,"R",2011,9,16,"Rotten",42,18929,32371,5.8,2.5e+07,0,0,"Rod Lurie","James Marsden"," Kate Bosworth"," Alexander Skarsgård"," James Woods"," Dominic Purcell"
"L.A. Story",75,"Comedy","Other",95,"PG-13",1991,2,8,"Fresh",94,18346,29026,6.7,NA,0,0,"Mick Jackson","Steve Martin"," Victoria Tennant"," Richard E. Grant"," Marilu Henner"," Sarah Jessica Parker"
"Hellbenders",22,"Comedy","Other",86,"R",2013,10,18,"Rotten",33,204,1346,4.8,NA,0,0,"J.T. Petty","Clancy Brown"," Clifton Collins Jr."," Andre Royo"," Robyn Rikoon"," Macon Blair"
"The Silence of the Lambs",95,"Horror","Other",119,"R",1991,2,13,"Certified-Fresh",96,847028,1234134,8.6,1.9e+07,1,1,"Jonathan Demme","Jodie Foster"," Anthony Hopkins"," Scott Glenn"," Ted Levine"," Anthony Heald"
"Bruno",41,"Comedy","Universal Pictures",82,"R",2009,7,10,"Fresh",67,585635,1365,6.1,1e+07,0,0,"Larry Charles","Sacha Baron Cohen"," Gustaf Hammarsten"," Paula Abdul"," LaToya Jackson"," Harrison Ford"
"Hush",35,"Drama","Sony Pictures",95,"PG-13",1998,3,6,"Rotten",12,8190,9838,5.5,2.1e+07,0,1,"Jonathan Darby","Jessica Lange"," Gwyneth Paltrow"," Johnathon Schaech"," Nina Foch"," Debi Mazar"
"Jumanji: The Next Level",87,"Action & Adventure","Other",123,"PG-13",2019,12,13,"Fresh",72,35776,168698,6.7,1.25e+08,0,0,"Jake Kasdan","Kevin Hart"," Dwayne Johnson"," Nick Jonas"," Karen Gillan"," Marin Hinkle"
"The Auteur",41,"Comedy","Other",80,"NR",2008,1,1,"Fresh",67,266,597,5.6,NA,0,0,"James Westby","Melik Malkasian"," John Breen"," Katherine Flynn"," Cara Seymour"," Victor Morris"
"The Corruptor",43,"Action & Adventure","New Line Home Entertainment",110,"R",1998,6,1,"Rotten",48,9686,17250,6.1,2.5e+07,0,0,"James Foley","Yun-Fat Chow"," Mark Wahlberg"," Ric Young"," Paul Ben-Victor"," Jon Kit Lee"
"Material Girls",44,"Comedy","MGM",97,"PG",2006,8,18,"Rotten",4,229022,21360,4,NA,0,0,"Martha Coolidge","Hilary Duff"," Haylie Duff"," Anjelica Huston"," Lukas Haas"," Maria Conchita Alonso"
"Wah Do Dem",50,"Action & Adventure","IFC Films",76,"NR",2010,6,18,"Fresh",72,352,333,6.6,NA,0,0,"Ben Chace","Kevin Bewersdorf"," Carl Bradshaw"," Mark Gibbs"," Norah Jones",NA
"The Insider",90,"Drama","Buena Vista Pictures",157,"R",1999,11,5,"Certified-Fresh",96,59195,157061,7.8,9e+07,0,1,"Michael Mann","Al Pacino"," Russell Crowe"," Christopher Plummer"," Diane Venora"," Philip Baker Hall"
"Boy Meets Girl",80,"Comedy","Other",95,"NR",2015,2,6,"Fresh",88,898,538,6,NA,0,0,"Eric Schaeffer","Michael Welch"," Michael Galante"," Alexandra Turshen"," Randall Newsome"," Michelle Hendley"
"Shaft",41,"Action & Adventure","Paramount Pictures",98,"R",2000,6,16,"Fresh",67,64772,16462,6.6,1125000,0,0,"John Singleton","Samuel L. Jackson"," Vanessa L. Williams"," Jeffrey Wright"," Christian Bale"," Toni Collette"
"Puncture",54,"Drama","Other",100,"R",2011,9,23,"Rotten",52,4361,22542,6.8,NA,0,0,"Mark Kassen","Chris Evans"," Mark Kassen"," Marshall Bell"," Brett Cullen"," Jesse L. Martin"
"The House",35,"Comedy","Warner Bros",88,"R",2017,6,30,"Rotten",20,13395,39640,5.6,4e+07,0,0,"Andrew Jay Cohen","Will Ferrell"," Amy Poehler"," Jason Mantzoukas"," Nick Kroll"," Allison Tolman"
"Adult Beginners",30,"Comedy","Other",92,"R",2015,4,24,"Rotten",48,4355,7991,5.6,NA,0,0,"Ross Katz","Rose Byrne"," Paula Garcés"," Nick Kroll"," Bobby Cannavale"," Joel McHale"
"Bad Boys II",78,"Action & Adventure","Sony Pictures",146,"R",2003,7,18,"Rotten",23,501951,227621,6.6,1.3e+08,0,0,"Michael Bay","Will Smith"," Martin Lawrence"," Jordi Molla"," Gabrielle Union"," Peter Stormare"
"The Out-of-Towners",31,"Comedy","Paramount Pictures",92,"PG-13",1999,4,2,"Rotten",27,13933,12801,5.5,7.5e+07,0,0,"Sam Weisman","Steve Martin"," Goldie Hawn"," John Cleese"," Mark McKinney"," Oliver Hudson"
"Shock and Awe",38,"Drama","Other",90,"R",2018,7,13,"Rotten",30,382,5168,6.2,1.8e+07,0,0,"Rob Reiner","Woody Harrelson"," Rob Reiner"," Tommy Lee Jones"," James Marsden"," Milla Jovovich"
"Lovelace",36,"Drama","Other",93,"R",2013,8,9,"Rotten",53,14388,38047,6.2,1e+07,0,0,"Jeffrey Friedman","Amanda Seyfried"," Peter Sarsgaard"," Hank Azaria"," Sharon Stone"," Robert Patrick"
"Man of the Year",45,"Comedy","Universal Pictures",115,"PG",2006,10,13,"Rotten",22,203463,205,5.5,NA,1,0,"Barry Levinson","Robin Williams"," Christopher Walken"," Laura Linney"," Jeff Goldblum"," Lewis Black"
"Something New",72,"Comedy","Focus Features",100,"PG-13",2006,2,3,"Fresh",61,101237,236,5.9,NA,0,0,"Sanaa Hamri","Sanaa Lathan"," Simon Baker"," Mike Epps"," Donald Faison"," Blair Underwood"
"Dead Man's Curve",53,"Comedy","Trimark",90,"R",1998,1,24,"Rotten",11,4661,4309,5.9,1e+06,0,0,"Dan Rosen","Matthew Lillard"," Michael Vartan"," Randall Batinkoff"," Keri Russell"," Dana Delany"
"Main Street",11,"Drama","Magnolia Pictures",92,"PG",2011,9,9,"Rotten",13,1824,2505,4.7,1e+07,0,1,"John Doyle","Ellen Burstyn"," Colin Firth"," Megan Ellison"," Patricia Clarkson"," Orlando Bloom"
"The Living",35,"Drama","Other",90,"R",2015,4,3,"Rotten",50,218,1999,6.1,5e+05,0,0,"Jack Bryan","Fran Kranz"," Jocelin Donahue"," Kenny Wormald"," Chris Mulkey"," Joelle Carter"
"Kindergarten Cop",52,"Action & Adventure","Universal Pictures",111,"PG-13",1990,12,21,"Rotten",51,328715,133443,6.1,1.5e+07,0,0,"Ivan Reitman","Arnold Schwarzenegger"," Penelope Ann Miller"," Pamela Reed"," Linda Hunt"," Richard Tyson"
"Jackie & Ryan",40,"Drama","Other",90,"PG-13",2015,7,3,"Fresh",64,416,3616,5.8,NA,0,0,"Ami Canaan Mann","Ben Barnes"," Katherine Heigl"," Clea DuVall"," Sheryl Lee"," Ryan Bingham"
"Arkansas",54,"Comedy","Lionsgate Entertainment",115,"R",2020,5,5,"Rotten",47,233,5032,5.9,NA,0,0,"Clark Duke","Liam Hemsworth"," Clark Duke"," Michael Kenneth Williams"," Vivica A. Fox"," Eden Brolin"
"The Addiction",69,"Drama","Other",82,"PG-13",1995,10,4,"Fresh",75,3483,8715,6.5,NA,0,0,"Abel Ferrara","Lili Taylor"," Christopher Walken"," Annabella Sciorra"," Edie Falco"," Paul Calderon"
"Mascots",36,"Comedy","Netflix",95,"NR",2016,10,13,"Rotten",49,667,6585,5.7,2e+07,0,0,"Christopher Guest","Jane Lynch"," Parker Posey"," Fred Willard"," Ed Begley Jr."," Christopher Guest"
"Hit and Runway",17,"Art House & International","Other",110,"R",1999,4,17,"Rotten",32,108,469,6.6,1200000,0,0,"Christopher Livingston","Michael Parducci"," Hoyt Richards"," Peter Jacobson"," John Fiore"," Judy Prescott"
"Lost in Yonkers",78,"Comedy","Sony Pictures",112,"PG",1993,5,14,"Fresh",71,2520,2582,6.7,1.5e+07,0,0,"Martha Coolidge","Irene Worth"," Mercedes Ruehl"," Richard Dreyfuss"," Brad Stoll"," Mike Damus"
"Operation Finale",64,"Drama","MGM",122,"PG-13",2018,8,29,"Fresh",60,1430,29814,6.6,2.4e+07,0,0,"Chris Weitz","Oscar Isaac"," Ben Kingsley"," Lior Raz"," Mélanie Laurent"," Nick Kroll"
"Now and Then",82,"Comedy","New Line Home Entertainment",96,"PG-13",1995,10,20,"Rotten",32,76152,26563,6.8,NA,0,0,"Lesli Linka Glatter","Melanie Griffith"," Thora Birch"," Rosie O'Donnell"," Christina Ricci"," Demi Moore"
"The Phenom",38,"Drama","Other",90,"NR",2016,6,24,"Certified-Fresh",79,738,2104,5.2,NA,0,0,"Noah Buschel","Johnny Simmons"," Ethan Hawke"," Paul Giamatti"," Alison Elliott"," Yul Vázquez"
"Kalamity",31,"Drama","Other",100,"R",2010,10,22,"Rotten",0,2798,385,4.6,1200000,0,0,"James M. Hausler","Nick Stahl"," Jonathan Jackson"," Christopher Clark"," Christopher M. Clark"," Beau Garrett"
"Up in the Air",79,"Comedy","Paramount Pictures",109,"R",2009,12,4,"Certified-Fresh",91,228473,253,5.9,NA,0,0,"Jason Reitman","George Clooney"," Vera Farmiga"," Anna Kendrick"," Danny McBride (IV)"," Jason Bateman"
"Bright",83,"Drama","Netflix",117,"NR",2017,12,22,"Rotten",28,19445,164641,6.3,9e+07,0,0,"David Ayer","Will Smith"," Joel Edgerton"," Noomi Rapace"," Lucy Fry"," Edgar Ramirez"
"Going the Distance",61,"Comedy","Other",93,"R",2004,8,20,"Rotten",0,13033,56184,6.3,3.2e+07,0,0,"Mark Griffiths","Christopher Jacot"," Shawn Roberts"," Ryan Belleville"," Joanne Kelly"," Mayko Nguyen"
"Where God Left His Shoes",71,"Drama","IFC Films",110,"NR",2007,4,27,"Fresh",67,435,987,7.2,NA,0,0,"Salvatore Stabile","John Leguizamo"," Leonor Varela"," Adriane Lenox"," Jerry Ferrara"," Sakina Jaffrey"
"Chill Factor",30,"Action & Adventure","Warner Bros",102,"R",1999,9,1,"Rotten",10,13199,9149,5.3,7e+07,0,0,"Hugh Johnson","Cuba Gooding Jr."," Skeet Ulrich"," David Paymer"," Peter Firth"," Hudson Leick"
"Daddy Day Care",48,"Comedy","Sony Pictures",92,"PG",2003,5,9,"Rotten",27,472605,62578,5.6,6e+07,0,0,"Steve Carr","Eddie Murphy"," Jeff Garlin"," Anjelica Huston"," Steve Zahn"," Regina King"
"Wes Craven's New Nightmare",66,"Horror","Other",112,"R",1994,10,14,"Certified-Fresh",78,63824,49852,6.4,8e+06,0,0,"Wes Craven","David Newson"," Robert Englund"," Heather Langenkamp"," Miko Hughes"," David Newsom"
"Titanic",69,"Drama","Paramount Pictures",195,"PG-13",1997,12,19,"Certified-Fresh",89,35797635,6187,7,1805000,1,0,"James Cameron","Leonardo DiCaprio"," Kate Winslet"," Billy Zane"," Kathy Bates"," Frances Fisher"
"The Oath",40,"Comedy","Roadside Attractions",93,"R",2018,10,12,"Fresh",63,449,3882,5.4,NA,0,0,"Ike Barinholtz","Ike Barinholtz"," Tiffany Haddish"," John Cho"," Carrie Brownstein"," Billy Magnussen"
"Solitude",NA,"Comedy","Other",105,"R",2002,11,11,"Fresh",67,NA,248,3.1,NA,0,0,"Susan Kraker","Patrick Belton"," Mary Thornton"," Ronnie Orenna",NA,NA
"The Visit",51,"Horror","Universal Pictures",94,"PG-13",2015,9,11,"Fresh",68,34810,237,5.9,NA,0,0,"M. Night Shyamalan","Olivia DeJonge"," Ed Oxenbould"," Deanna Dunagan"," Peter McRobbie"," Kathryn Hahn"
"The Dukes of Hazzard",47,"Action & Adventure","Warner Bros",105,"PG-13",2005,8,5,"Rotten",14,409871,74804,5.1,5e+07,0,0,"Jay Chandrasekhar","Johnny Knoxville"," Seann William Scott"," Alice Greczyn"," Jessica Simpson"," Michael Weston"
"VooDoo",96,"Horror","Other",84,"NR",2017,2,24,"Rotten",30,613,931,4.3,NA,0,0,"Tom Costabile","Ron Jeremy"," Ruth Reynolds"," Samantha Stewart"," Daniel Kozul"," Dominic Matteucci"
"Joe",68,"Drama","Roadside Attractions",117,"R",2014,4,11,"Certified-Fresh",85,18974,2731,6.8,106000,0,1,"David Gordon Green","Nicolas Cage"," Tye Sheridan"," Gary Poulter"," Ronnie Gene Blevins"," Adrienne Mishler"
"Swoon",66,"Drama","Sony Pictures",92,"R",1991,1,1,"Fresh",70,1008,1535,6.7,250000,0,0,"Tom Kalin","Daniel Schlachet"," Craig Chester"," Ron Vawter"," Michael Kirby"," Michael Stumm"
"You've Got Mail",73,"Comedy","Warner Bros",119,"PG",1998,12,18,"Fresh",70,462450,190193,6.6,6.5e+07,0,1,"Nora Ephron","Tom Hanks"," Meg Ryan"," Parker Posey"," Greg Kinnear"," Jean Stapleton"
"Fearless",80,"Drama","Warner Bros",121,"R",1993,1,1,"Fresh",85,12368,20940,7.1,NA,0,1,"Peter Weir","Jeff Bridges"," Isabella Rossellini"," Rosie Perez"," Tom Hulce"," John Turturro"
"Beethoven's 2nd",30,"Action & Adventure","Universal Pictures",88,"PG",1994,6,1,"Rotten",23,68669,25289,4.9,1.5e+07,0,0,"Rod Daniel","Charles Grodin"," Bonnie Hunt"," Nicholle Tom"," Christopher J. Castile"," Sarah Rose Karr (II)"
"Silence",69,"Drama","Paramount Pictures",161,"R",2017,1,13,"Certified-Fresh",83,25333,222,4.7,5e+06,1,0,"Martin Scorsese","Liam Neeson"," Adam Driver"," Andrew Garfield"," Issei Ogata"," Tadanobu Asano"
"Year of the Dog",43,"Art House & International","Paramount Pictures",98,"PG",2007,4,13,"Fresh",69,41642,6068,6,NA,0,0,"","Nicholas Garren"," Inara George"," Liza Weil"," Jon Shere"," Dale Godboldo"
"Fifty Shades of Black",19,"Comedy","Open Road Films",92,"R",2016,1,29,"Rotten",7,11154,19141,3.5,5e+06,0,0,"Michael Tiddes","Marlon Wayans"," Kali Hawk"," Mike Epps"," Andrew Bachelor"," Affion Crockett"
"Acts of Worship",74,"Art House & International","Other",95,"R",2003,11,21,"Fresh",63,762,288,6.3,NA,0,0,"Rosemary Rodriguez","Ana Reeder"," Michael Hyatt"," Christopher Kadish"," Nestor Rodriguez"," Brian J. Burchill"
"Ruby Sparks",75,"Comedy","20th Century Fox",104,"R",2012,7,25,"Certified-Fresh",79,36405,94423,7.2,8e+06,0,0,"Jonathan Dayton","Paul Dano"," Zoe Kazan"," Annette Bening"," Antonio Banderas"," Steve Coogan"
"Beauty and the Beast",92,"Animation","Buena Vista",84,"G",1991,11,22,"Certified-Fresh",94,760077,234,4.7,NA,0,0,"Gary Trousdale","Paige O'Hara"," Robby Benson"," Jerry Orbach"," Angela Lansbury"," David Ogden Stiers"
"Mr. Deeds",59,"Comedy","Columbia Pictures",96,"PG-13",2002,6,28,"Rotten",22,738396,133994,5.8,5e+07,0,0,"Steven Brill","Adam Sandler"," Winona Ryder"," Peter Gallagher"," John Turturro"," Jared Harris"
"Family Weekend",51,"Comedy","Other",96,"R",2013,3,29,"Rotten",36,944,6583,6.2,NA,0,0,"Benjamin Epps","Kristin Chenoweth"," Matthew Modine"," Olesya Rulin"," Joey King"," Eddie Hassell"
"Criminal",47,"Action & Adventure","Summit Entertainment",113,"R",2016,4,15,"Rotten",30,20595,9931,6.4,NA,0,0,"Ariel Vromen","Kevin Costner"," Gary Oldman"," Tommy Lee Jones"," Ryan Reynolds"," Robert Davi"
"Dirty Work",65,"Comedy","MGM",81,"PG-13",1998,6,12,"Rotten",17,31525,265,5.3,NA,0,0,"Bob Saget","Norm Macdonald"," Artie Lange"," Jack Warden"," Christopher McDonald"," Traylor Howard"
"Rugrats Go Wild",39,"Animation","Paramount Pictures",80,"PG",2003,6,13,"Rotten",39,17865,7546,5.6,2.5e+07,0,0,"John Eng","Elizabeth Daily"," Nancy Cartwright"," Lacey Chabert"," Tim Curry"," Flea"
"Kazaam",20,"Comedy","Touchstone Pictures",93,"PG",1996,7,17,"Rotten",5,40118,22805,3,2e+07,0,0,"Paul Michael Glaser","Shaquille O'Neal"," Francis Capra"," Ally Walker"," Marshall Manesh"," James Acheson"
"Halloween",59,"Horror","MGM",110,"R",2007,8,31,"Rotten",27,360977,222418,7.8,325000,0,0,"Rob Zombie","Malcolm McDowell"," Brad Dourif"," Tyler Mane"," William Forsythe"," Udo Kier"
"Force of Nature",20,"Action & Adventure","Lionsgate Entertainment",91,"R",2020,6,30,"Rotten",9,143,3609,4.4,2.3e+07,0,0,"Michael Polish","Emile Hirsch"," Kate Bosworth"," Mel Gibson"," David Zayas"," Stephanie Cayo"
"The Flintstones in Viva Rock Vegas",20,"Comedy","Universal Pictures",87,"PG",2000,4,28,"Rotten",25,44092,21224,3.6,8.3e+07,0,0,"Brian Levant","Mark Addy"," Stephen Baldwin"," Kristen Johnston"," Jane Krakowski"," Thomas Gibson"
"Killing Them Softly",44,"Comedy","Other",97,"R",2012,11,30,"Certified-Fresh",73,121513,131250,6.2,1.5e+07,0,0,"Andrew Dominik","Brad Pitt"," Scoot McNairy"," Ben Mendelsohn"," James Gandolfini"," Richard Jenkins"
"Approaching the Unknown",14,"Drama","Other",90,"PG",2016,6,3,"Rotten",43,1539,8127,4.8,NA,0,0,"Mark Elijah Rosenberg","Luke Wilson"," Mark Strong (II)"," Sanaa Lathan"," Anders Danielsen Lie"," Charles Baker (II)"
"Duets",48,"Action & Adventure","Other",112,"R",2000,9,15,"Rotten",21,10599,9054,6.1,2.1e+07,0,1,"Bruce Paltrow","Gwyneth Paltrow"," Andre Braugher"," Paul Giamatti"," Maria Bello"," Huey Lewis"
"When a Stranger Calls",44,"Horror","Other",87,"PG-13",2006,2,3,"Rotten",9,477438,9387,6.5,1500000,0,0,"Simon West","Camilla Belle"," Tessa Thompson"," Brian Geraghty"," Katie Cassidy"," Clark Gregg"
"Captain America",16,"Action & Adventure","Paramount Pictures",100,"PG-13",1990,12,14,"Rotten",7,10704,777,5.5,222906,0,0,"Albert Pyun","Matt Salinger"," Ronny Cox"," Ned Beatty"," Scott Paulin"," Darren McGavin"
"Final Destination 3",57,"Action & Adventure","New Line Cinema",92,"R",2006,2,10,"Rotten",43,538678,128313,5.8,2.5e+07,0,0,"James Wong","Mary Elizabeth Winstead"," Ryan Merriman"," Kris Lemche"," Alexz Johnson"," Sam Easton"
"The Lifeguard",26,"Comedy","Screen Media Films",98,"R",2013,8,30,"Rotten",16,6054,13914,5.6,NA,0,0,"Liz W. Garcia","Kristen Bell"," Mamie Gummer"," Martin Starr"," Alex Shaffer"," Amy Madigan"
"Brick",86,"Action & Adventure","Focus Features",109,"R",2006,4,21,"Certified-Fresh",80,105728,99841,7.3,475000,0,0,"Rian Johnson","Joseph Gordon-Levitt"," Lukas Haas"," Nora Zehetner"," Noah Segan"," Noah Fleiss"
"Father's Day",62,"Horror","Other",99,"NR",2012,1,13,"Fresh",80,347,142,3.4,NA,0,0,"Adam Brooks","Adam Taylor Brooks"," Matthew Kennedy"," Conor Sweeney"," Amy Groening"," Brent Neale"
"Keanu",55,"Action & Adventure","Warner Bros",100,"R",2016,4,29,"Certified-Fresh",77,24261,44843,6.2,1.5e+07,0,0,"Peter Atencio","Keegan-Michael Key"," Jordan Peele"," Tiffany Haddish"," Method Man"," Darrell Britt-Gibson"
"A Guide to Recognizing Your Saints",73,"Drama","Other",104,"R",2006,9,29,"Certified-Fresh",76,101432,24735,7,NA,0,0,"Dito Montiel","Robert Downey Jr."," Rosario Dawson"," Shia LaBeouf"," Chazz Palminteri"," Dianne Wiest"
